fileName id gnosId
AB_S11_sample.tar.gz 3184af65-dca5-5ec2-b393-b0c863067692 0cb2a375-50aa-465a-9164-35c572aa6f93
AB_S5_sample.tar.gz 318fbee8-149e-551d-973c-b90bf3dd5dc3 a2eee2ec-a98a-41e9-9dab-fa2203a913dd
AB_S8_sample.tar.gz 31a4a63a-3b12-520c-823c-b7b36b25a52e 75a5124b-1dcc-46ba-a099-c807da062e11
AB_S7_sample.tar.gz 3214e904-899d-581a-9fc9-3aac24136764 7f10cc3c-c638-4ed1-bb4f-2b7f3f3017a9
AB_S11_sample.tar.gz 324962ad-fcb1-57b8-bff7-f861a4143460 b653749d-fae2-4931-8126-6eb9a9dec806
FB_S2_sample.tar.gz 32698eb3-6855-54fa-be47-be6d2d28bcad be0466d9-cfc2-43d5-b02e-0c50a0de1f15
AB_S7_sample.tar.gz 327aece3-5b08-5b89-ae2a-89266378750c ed0b5765-7a89-4583-bc14-8d62eb22d5e7
AB_S4_sample.tar.gz 3334af7e-a35b-5e42-8b37-a73bf9563665 fd8c4861-dbaa-47bb-a326-76f108aef1ea
AB_S4_sample.tar.gz 337ded71-81a4-5041-aece-29f650c8785e 55a73606-b9f2-4924-84c0-cb759f25a481
AB_S1_sample.tar.gz 33dc68b3-51f9-5190-9291-6d7b3ce5db76 2ce33708-6a8f-4a31-82db-51f64adc36a2
AB_S1_sample.tar.gz 34636cbf-18da-5958-9979-74dd06a6f4fb 339b875d-2abd-4a23-a528-a8690466ec06
FB_S1_sample.tar.gz 353e08c0-5e11-5692-933a-81431b4ab1e6 42fe9935-6b52-4192-8a40-daec1c768438
FB_S3_sample.tar.gz 367eda91-73e2-516e-8ff9-5132176a029c 4402fb66-cbbf-44d4-9651-e9fc0bf88516
AB_S11_sample.tar.gz 36dffc65-3f1f-5df2-9713-6bef826a4f21 268a0b95-d0b1-4919-a4fe-ca4c4b63e6bb
AB_S1_sample.tar.gz 373b6fc1-9b65-5678-8b9b-352843d18143 fba4fa2c-6bc8-471b-8996-af0f20ae5460
AB_S8_sample.tar.gz 3827bc94-3cb2-5850-b083-e6db7f4a8ee3 7dfe5fe2-9196-4b61-ba81-e353bb0b7e82
AB_S4_sample.tar.gz 3877356e-2bed-5d4a-845a-06288f8b80aa 7de2bb2e-a490-4c51-9fc7-ad6f0dcfb095
AB_S7_sample.tar.gz 38d9d6e6-2be4-5245-a3bd-2f81bfb3c416 c3a5c94a-4047-4410-9081-d8600d55f0be
FB_S3_sample.tar.gz 3969c4ed-767c-505b-814b-cad181f95c80 d8cc1270-6f3f-4f76-97c1-14ff7a92302f
AB_S5_sample.tar.gz 39d836c5-5ba5-569d-8724-5043e940eb8f fd99ffe3-504b-48b2-a8ca-61d805647019
AB_S4_sample.tar.gz 39ffacf0-3396-5fb0-a01f-f87370f60574 83a57b85-ff4c-4b71-8a44-03d9720ebeeb
FB_S2_sample.tar.gz 3a2ea877-89d6-5428-93ec-e31aca88d938 24dec83f-fca6-42db-ab70-05784527149b
AB_S5_sample.tar.gz 3aa00b82-4043-59fe-a1c0-e4d1414fd380 364c6237-0688-42da-8538-8bd424b2d332
AB_S8_sample.tar.gz 3b52e4ee-1f0d-5e12-8f83-08a9db99d265 0b57ccc0-3d1b-4dd4-bf96-5d420d5b51df
AB_S2_sample.tar.gz 3ceb0d5d-8937-521a-a36e-4bb2f54222f9 11fdf0e8-f803-43ba-8b6a-c84197dbc338
AB_S7_sample.tar.gz 3d648ada-d077-507f-b6b4-5f14cbb7e2a7 908ce87c-fb75-4ba7-8945-7721bcf7b3ef
FB_S3_sample.tar.gz 3d70c465-8b3f-55fe-8f81-387fd8d89155 00d9a6d8-f219-4b42-8a14-29c3f0117420
FB_S2_sample.tar.gz 3e270407-6bf2-5d47-aeaa-055d7ffe64ed c11c25cc-a45d-4791-9870-5888611d53e9
AB_S8_sample.tar.gz 3e341356-7d97-526f-9d68-8fa9feec34d3 d1900aa8-f93e-49cd-83b3-be0ee68d4cbc
FB_S2_sample.tar.gz 3e3991ee-088d-5fde-9531-017799ec063f 6c4809c4-2223-4d6a-ae8a-2ff2399ce7c7
AB_S4_sample.tar.gz 3edc840d-24f8-54e4-abf5-765ca67e5b63 15de21f2-23b3-420b-b08d-007484ca2845
FB_S2_sample.tar.gz 3fa4631b-172e-59b4-a305-9282a022b835 afd82f12-7bde-4963-bb27-9f2f866e4875
AB_S7_sample.tar.gz 403383cb-b48d-5d11-95fd-46ec7223ae51 e4e4ce20-0b29-4a9f-8112-98209cbfcb9b
AB_S7_sample.tar.gz 40b17be0-a457-56f9-aacf-8f1b5314e624 e9e2277f-9baa-4cc9-a4dd-7147c100abf9
AB_S4_sample.tar.gz 40b3f20a-1582-5bc2-aa91-e11edfba3973 2fe73ad8-a6ec-476d-adb1-030f39a2afa6
AB_S8_sample.tar.gz 40b414a5-6b65-5fb0-b74e-82944aed1800 bc566934-6fc5-4654-b79f-7ed19a755100
AB_S5_sample.tar.gz 40f07b88-a099-5862-9543-d55f92f152d3 f0e5a4be-0aa2-404d-9eec-24334dca41d8
AB_S4_sample.tar.gz 40f900ed-b07d-599f-b90f-3bc8eae7b1c3 d236062b-2a9d-4c26-b9e3-a5b55da0054a
AB_S1_sample.tar.gz 40fc657c-a232-5b45-b36d-c213c9ec88e7 46b557cc-2ef0-4ad8-ab32-54f7f7ec87db
AB_S7_sample.tar.gz 41be2d75-2b3c-512c-bc90-910122b0ef46 ce523e99-c4d3-410e-8154-3000cda2c116
AB_S8_sample.tar.gz 42aec17b-91e2-566d-8ee4-5f7b78d5cd56 272815b7-ad8e-4f00-8c83-e6ff22df5fd0
AB_S4_sample.tar.gz 42b8a658-198c-5ac3-b923-192ebb0966db 17b07c45-33c7-4c8b-a6a3-dc1b66d2ea8c
FB_S2_sample.tar.gz 431ec567-6a54-53d2-846a-ac790cc6bc71 18a056c4-f534-459d-8a1d-9e82ef577139
AB_S7_sample.tar.gz 43219603-5350-5a58-96fa-571a39606ca5 e3e2bc78-6725-448c-8770-3f897c4d0e73
AB_S8_sample.tar.gz 44094a64-b644-5fd2-b8cd-0c1a73631684 f581940c-a58b-4981-a0a7-2937b2b6a62a
AB_S8_sample.tar.gz 4433dcc8-4f60-5645-ade5-596a08aac75c 7299c78b-27eb-42f3-9e6d-f71f64e7715c
AB_S3_sample.tar.gz 44939f4b-3d85-5c8f-a6f5-c8120be7b061 2a4f799e-c3d7-4857-a786-f5b9311412c7
AB_S11_sample.tar.gz 44c2b532-2fbf-5376-a867-4d8d47cd78d7 660f3a51-f9ae-4ad6-8ef5-87ce1ac3eeaf
AB_S8_sample.tar.gz 44dae17b-466b-5405-adce-0c0283e6f0dc c825e44d-d453-4fb8-a900-51aae76f856e
AB_S4_sample.tar.gz 45470d87-90db-5f4d-ba97-c96c9d6d8edc 86dce6b8-5560-4633-b460-d0deed848600
AB_S8_sample.tar.gz 459da6c9-897a-52e4-b693-04ffa575f4ae 67d54f70-1829-42c5-b84e-14cb311c0815
AB_S1_sample.tar.gz 4638cc09-3609-591b-9bb1-dd4898a4cd46 0fe5e9e8-3216-4923-b1de-5283bbe025f1
AB_S1_sample.tar.gz 4640e5a6-46ba-5040-b5c4-24847432eb02 441c8abe-a664-4d64-8299-2be0a363631d
AB_S11_sample.tar.gz 471fe10c-7140-5200-93ec-43e4ae8b493d f6d2462c-9923-4f26-a9d9-834ef64496db
AB_S5_sample.tar.gz 47ec02a6-a012-5f83-9a52-fdf65e4f0a8e d01042e2-eb4f-4c8d-85f8-c6fd298d3aca
AB_S4_sample.tar.gz 483423cb-7335-5df9-961d-bfead9c02724 37ae6fbf-b5c5-4105-b6c4-e1a77f5e06f7
AB_S4_sample.tar.gz 490780a6-959b-599b-a311-8f436b8f065e a8b7bd7f-6eac-441b-bfa7-2f16910a2213
AB_S5_sample.tar.gz 49646c36-5c29-527f-b39f-ad9e5b6bbc4c 1c8f6d3f-8f11-4ff8-9a3c-75c4ca597e1e
FB_S3_sample.tar.gz 498a6c85-97fa-56b6-b74a-0d024586f513 55fcaf49-ed6a-4726-9da0-1b6edf7fd3fe
FB_S1_sample.tar.gz 49926fbf-d1f0-5b2d-a01f-09b5fd4d886c 1df0eb7a-1e61-4695-ba54-e2f9a3c8c7a9
AB_S7_sample.tar.gz 49f4f831-4813-5ff0-9b3a-cbdb7062c4bf dd5017e8-f322-4cfa-81e4-9df99083fc10
AB_S4_sample.tar.gz 49f5d00e-b92a-5c43-be2c-b33ac2862bce efd09c76-f5d1-4ad6-9e05-4bf74604ef8f
AB_S11_sample.tar.gz 49fe6253-b94e-56b1-b9e6-83016733d5a7 4359beed-a79f-458a-9dd5-44100c9abc62
AB_S11_sample.tar.gz 4a4c5a5d-9c2b-5500-93e6-f8a59c34a651 ca8adf57-3991-4d14-a5d1-ae4fc80e34ec
AB_S11_sample.tar.gz 4aa7631e-9af8-59c6-b935-25316d9382ff 6936ecbf-3474-492a-a88e-86a883a3a2f2
AB_S7_sample.tar.gz 4ac0c901-8216-5117-8af7-18c30ab09936 bef41b7c-55eb-4343-9f7a-3a5ef26e154c
FB_S6_sample.tar.gz 4b65f3d9-8f6c-518d-88e8-da9968cfb940 4cadcb40-9526-4d96-9cb9-721355c58a65
FB_S6_sample.tar.gz 4bf9b994-26f0-540f-9959-db3a6443b262 87077844-9a2f-4aa8-8a0b-26c0bc969a47
AB_S11_sample.tar.gz 4c77b6f9-b1e8-5be7-94fe-3ab40b9bef2b 703d5629-16b8-4dc9-8709-b29df237585a
AB_S8_sample.tar.gz 4c80e043-6e54-5e78-88b6-6f3780235ad0 5076022a-69a7-43bd-a7af-d4399fbc1b81
AB_S5_sample.tar.gz 4de165aa-6458-5d28-a6be-3f8f51c497cf 80886388-3046-4976-b948-a67a31d9601c
AB_S5_sample.tar.gz 4de8c6a1-eaf1-5e09-afa8-a7bae1b271db 38882894-40d4-481d-aced-8660c4cda1fb
AB_S4_sample.tar.gz 4e0d37ac-9949-58f4-84e4-fdf81cac7777 f0279e90-f12c-43d8-b923-cba94eb6c507
AB_S11_sample.tar.gz 51c64cbe-afb3-5b28-b811-c01cf5518c72 ed181581-f559-49d6-947b-360f77d0e837
rsem_ref_hg38_no_alt.tar.gz 51cacdb8-47db-5761-b569-9ba8e30d3fd1 c340cd83-c903-50b7-8b70-9c6abe27da71
AB_S5_sample.tar.gz 529659ab-2790-55ee-9156-0913b3e4932e 3e222aa0-3ed2-4946-b1f3-b85ca5dddcbe
AB_S8_sample.tar.gz 52e815d4-72a1-56e6-baae-0a7a5225de00 431bad08-2495-406f-b817-a2eb074ca1b1
AB_S11_sample.tar.gz 5371dbd9-98ef-5cea-9b35-6724954b7fcb cc0daeff-a35d-4e18-9441-bac1d7e9808c
AB_S8_sample.tar.gz 5382cf93-3273-52ed-86bd-cd072ba92ef2 e9740b13-0064-419c-a938-582471876629
FB_S3_sample.tar.gz 53855dff-5bb2-50f3-b355-597eb922a452 82e457a1-697c-405b-afe6-032d3ebe356c
AB_S8_sample.tar.gz 539450f2-8afe-5c55-b4b3-be6d6d47c29f 88aa6626-5eb9-4644-a7d1-5d9df24c07d8
AB_S7_sample.tar.gz 53bdb483-d0a6-54e2-9cf8-08615d3234b4 75d5ebf3-2a15-42f8-9a7e-473c7bb2de29
AB_S1_sample.tar.gz 54029f38-aa05-5242-82e3-d9ea4df37bda 0585f0ed-38c8-4c4c-9ea1-12999be78761
AB_S11_sample.tar.gz 54178fd6-29c6-5947-a4a6-1a703bed4b70 76ef196c-13fc-4329-9cb0-c1ce5a8e3885
FB_S3_sample.tar.gz 54779a1c-390a-54c7-891c-d33bf5bacd56 e601d258-fab4-4a29-a3ee-ef232389a6ca
AB_S4_sample.tar.gz 54f48e5d-9297-5180-bce4-5ff39237b527 f603c5af-ede8-4287-95a2-915e6d2a4315
AB_S5_sample.tar.gz 5524438c-908c-5e9e-a03b-74a251be75f1 5afc1678-1ccd-4e8c-b0fb-127c591711fd
AB_S11_sample.tar.gz 5574806c-4c7e-5310-b97d-2d78b4f86e01 a88c078c-e3c2-4883-a088-cb2cf5038e93
AB_S8_sample.tar.gz 557d7412-3820-5b3d-8a82-31b607e4a2be b1cd7129-c375-4c49-9ab4-ff90f78acca5
AB_S11_sample.tar.gz 560a63d0-19a1-5559-968c-9f197763ecbe 0cdf9a9d-a8aa-499f-b324-e01278a9360a
AB_S7_sample.tar.gz 564ea4e8-a2ff-5fec-b535-d748495055ee 7d42b644-bc68-4535-8521-6fa85de022a4
AB_S8_sample.tar.gz 567a47c5-87e6-57c3-8aa1-9b140b066a58 04a9f32d-e3bc-4f89-81f3-597b08e6faf7
AB_S8_sample.tar.gz 578e0e7b-0b47-5745-bccf-1537bb25f187 27b863c9-8c66-4e83-ac59-fbe52fb1a5b0
FB_S2_sample.tar.gz 58fdcbef-db38-5353-80fd-96c29186f092 77d4d7f4-dbe3-4a83-af86-05eba008104f
AB_S3_sample.tar.gz 58ffaf75-45d6-5e41-826a-f4fcea94ef0f a47d6a64-50b8-47c2-936b-2be4d17296df
AB_S4_sample.tar.gz 592a098e-8a3c-50e7-8761-3a79c2010757 246c4320-3691-4c5d-b8f0-a93efea3ed0d
